Wavelength nm.;s1.2;s2.2;s3.2;s4.2;s5.2;s6.2;s7.2
445,8;0,0511;0,0243;0,0143;0,0079;0,0072;0,0036;0,0035
446;0,0508;0,0242;0,0141;0,0079;0,0069;0,0034;0,0034
446,2;0,0503;0,0238;0,0142;0,0075;0,0069;0,0032;0,0034
446,4;0,0501;0,0235;0,0142;0,0075;0,0072;0,0033;0,0034
446,6;0,0496;0,0235;0,0138;0,0077;0,0071;0,0033;0,0032
446,8;0,0495;0,0234;0,014;0,0077;0,0071;0,0032;0,0033
447;0,0492;0,0231;0,014;0,0074;0,0073;0,0031;0,0035
447,2;0,0487;0,023;0,0136;0,0074;0,0071;0,0032;0,0035
447,4;0,0484;0,023;0,0136;0,0075;0,0069;0,0033;0,0036
447,6;0,0479;0,023;0,0137;0,0076;0,0069;0,0035;0,0034
447,8;0,0475;0,0225;0,0135;0,0071;0,0069;0,0033;0,0032
448;0,0473;0,0226;0,0135;0,0069;0,0068;0,0033;0,0035
448,2;0,0471;0,0226;0,0135;0,0072;0,0069;0,0034;0,0037
448,4;0,0468;0,0223;0,0133;0,0073;0,0069;0,0033;0,0036
448,6;0,0466;0,0222;0,0134;0,0071;0,007;0,0031;0,0035
448,8;0,0462;0,0221;0,0132;0,0071;0,0069;0,0033;0,0033
449;0,0456;0,0217;0,013;0,0072;0,0069;0,0033;0,0032
449,2;0,0453;0,0215;0,0129;0,007;0,007;0,0031;0,0032
449,4;0,0451;0,0214;0,0127;0,007;0,0068;0,0031;0,0032
449,6;0,0447;0,0212;0,0127;0,0069;0,0068;0,0028;0,0032
449,8;0,0441;0,0212;0,0126;0,007;0,0066;0,0031;0,0031
450;0,0439;0,0212;0,0125;0,0072;0,0065;0,0032;0,0032
450,2;0,0439;0,021;0,0126;0,007;0,0069;0,0032;0,0035
450,4;0,0432;0,0208;0,0122;0,0068;0,0067;0,0033;0,0033
450,6;0,0428;0,0204;0,0122;0,0066;0,0064;0,0032;0,0033
450,8;0,0427;0,0203;0,0122;0,0066;0,0065;0,0032;0,0034
451;0,0425;0,0201;0,0123;0,0065;0,0068;0,0031;0,0033
451,2;0,0421;0,0198;0,0124;0,0063;0,0068;0,0027;0,0035
451,4;0,0418;0,0196;0,0124;0,0064;0,0067;0,0027;0,0034
451,6;0,0412;0,0197;0,0121;0,0066;0,0065;0,0029;0,0032
451,8;0,0408;0,0197;0,0119;0,0066;0,0064;0,003;0,0031
452;0,0407;0,0194;0,0118;0,0065;0,0066;0,003;0,0032
452,2;0,0403;0,0192;0,0117;0,0063;0,0066;0,003;0,0032
452,4;0,0399;0,019;0,0117;0,0063;0,0065;0,0032;0,0032
452,6;0,0398;0,0188;0,0117;0,0063;0,0064;0,0031;0,0031
452,8;0,0391;0,0186;0,0117;0,0063;0,0064;0,0031;0,003
453;0,0386;0,0185;0,0115;0,0063;0,0064;0,003;0,003
453,2;0,0384;0,0185;0,0116;0,0062;0,0064;0,0031;0,0032
453,4;0,0383;0,0183;0,0115;0,0062;0,0065;0,003;0,0032
453,6;0,038;0,018;0,0112;0,0063;0,0064;0,003;0,003
453,8;0,0374;0,0179;0,0111;0,0062;0,0062;0,0029;0,0032
454;0,0369;0,0179;0,0111;0,0062;0,0063;0,0028;0,0033
454,2;0,0368;0,0177;0,0111;0,0061;0,0062;0,0028;0,0032
454,4;0,0365;0,0174;0,0111;0,0059;0,0063;0,0026;0,0031
454,6;0,0362;0,0172;0,0111;0,0058;0,0064;0,0028;0,0032
454,8;0,036;0,0173;0,0112;0,0059;0,0063;0,0032;0,0033
455;0,0357;0,0172;0,0109;0,0059;0,0064;0,0031;0,0033
455,2;0,0355;0,0169;0,0108;0,0056;0,0064;0,0027;0,0031
455,4;0,035;0,0169;0,0107;0,0058;0,0062;0,0028;0,0028
455,6;0,0345;0,0167;0,0105;0,0058;0,0058;0,003;0,0028
455,8;0,0342;0,0166;0,0104;0,0056;0,0058;0,003;0,003
456;0,0343;0,0166;0,0107;0,0057;0,0062;0,0028;0,0033
456,2;0,0339;0,0163;0,0105;0,0058;0,0062;0,0029;0,0033
456,4;0,0333;0,016;0,0102;0,0058;0,0061;0,0029;0,0031
456,6;0,0331;0,016;0,0104;0,0056;0,0062;0,0028;0,003
456,8;0,0329;0,016;0,0103;0,0056;0,0061;0,0028;0,003
457;0,0327;0,016;0,0103;0,0057;0,006;0,0029;0,003
457,2;0,0323;0,0156;0,0101;0,0054;0,0059;0,003;0,0029
457,4;0,0319;0,0155;0,01;0,0056;0,0057;0,0029;0,003
457,6;0,0319;0,0152;0,0098;0,0055;0,0057;0,0028;0,0029
457,8;0,0316;0,0151;0,0097;0,0054;0,006;0,0027;0,003
458;0,0312;0,0151;0,0098;0,0055;0,0059;0,0027;0,003
458,2;0,031;0,0152;0,0098;0,0056;0,0059;0,0028;0,003
458,4;0,0307;0,0151;0,0095;0,0056;0,0057;0,0028;0,0031
458,6;0,0306;0,0149;0,0095;0,0053;0,0057;0,0029;0,003
458,8;0,0302;0,0147;0,0096;0,0053;0,0056;0,0028;0,0028
459;0,0298;0,0146;0,0095;0,0053;0,0055;0,0027;0,0027
459,2;0,0296;0,0146;0,0094;0,0052;0,0056;0,0026;0,0028
459,4;0,0295;0,0143;0,0095;0,0051;0,0058;0,0026;0,003
459,6;0,0295;0,0141;0,0095;0,0051;0,0059;0,0027;0,0032
459,8;0,0291;0,0141;0,0095;0,0052;0,0059;0,0027;0,0032
460;0,0289;0,014;0,0095;0,005;0,006;0,0027;0,0034
460,2;0,0287;0,0136;0,0094;0,0049;0,0059;0,0025;0,0033
460,4;0,0283;0,0134;0,0091;0,005;0,0056;0,0024;0,003
460,6;0,028;0,0135;0,009;0,0052;0,0056;0,0025;0,0028
460,8;0,0277;0,0135;0,0091;0,0053;0,0057;0,0028;0,0028
461;0,0274;0,0133;0,0089;0,0052;0,0055;0,0028;0,003
461,2;0,0273;0,0133;0,0088;0,0051;0,0055;0,0028;0,0031
461,4;0,0272;0,0131;0,009;0,005;0,0055;0,0026;0,0032
461,6;0,027;0,0128;0,009;0,0052;0,0057;0,0025;0,0032
461,8;0,0268;0,0127;0,0089;0,0049;0,0058;0,0024;0,0031
462;0,0268;0,0126;0,0089;0,0046;0,0058;0,0025;0,0031
462,2;0,0265;0,0126;0,0089;0,0047;0,0057;0,0025;0,003
462,4;0,0261;0,0127;0,0087;0,0051;0,0055;0,0027;0,0031
462,6;0,0259;0,0125;0,0084;0,005;0,0054;0,0027;0,0031
462,8;0,0255;0,0124;0,0084;0,0047;0,0053;0,0025;0,003
463;0,0253;0,0125;0,0083;0,0046;0,0053;0,0024;0,0031
463,2;0,0252;0,0123;0,0085;0,0046;0,0054;0,0025;0,003
463,4;0,0252;0,0121;0,0086;0,0046;0,0055;0,0026;0,003
463,6;0,0251;0,0119;0,0086;0,0046;0,0057;0,0024;0,0032
463,8;0,0249;0,0117;0,0086;0,0044;0,0058;0,0024;0,0034
464;0,0245;0,0117;0,0084;0,0044;0,0054;0,0024;0,0031
464,2;0,0244;0,0117;0,0085;0,0044;0,0056;0,0023;0,003
464,4;0,024;0,0115;0,0083;0,0042;0,0056;0,0023;0,0029
464,6;0,0236;0,0115;0,008;0,0044;0,0055;0,0025;0,0026
464,8;0,0238;0,0117;0,008;0,0047;0,0056;0,0026;0,0027
465;0,0234;0,0115;0,008;0,0046;0,0052;0,0026;0,0028
465,2;0,0231;0,0114;0,008;0,0044;0,005;0,0026;0,0027
465,4;0,023;0,0112;0,008;0,0044;0,0055;0,0025;0,003
465,6;0,0229;0,011;0,0079;0,0045;0,0056;0,0026;0,0032
465,8;0,0229;0,011;0,0081;0,0045;0,0056;0,0026;0,003
466;0,0225;0,0109;0,008;0,0044;0,0055;0,0023;0,0029
466,2;0,0221;0,0108;0,0076;0,0043;0,0054;0,0022;0,0029
466,4;0,0221;0,0107;0,0076;0,0041;0,0054;0,0023;0,0028
466,6;0,0221;0,0105;0,0078;0,0043;0,0053;0,0022;0,0028
466,8;0,0219;0,0106;0,0076;0,0043;0,0052;0,0021;0,0027
467;0,0219;0,0105;0,0076;0,0042;0,0053;0,0021;0,0029
467,2;0,0217;0,0103;0,0076;0,0041;0,0053;0,0022;0,0031
467,4;0,0215;0,0103;0,0075;0,0042;0,0052;0,0024;0,0028
467,6;0,0212;0,0102;0,0075;0,0042;0,0051;0,0021;0,0028
467,8;0,0211;0,0102;0,0076;0,0041;0,0051;0,0021;0,0029
468;0,021;0,0102;0,0075;0,004;0,0051;0,002;0,0028
468,2;0,0209;0,0103;0,0073;0,0042;0,0049;0,0023;0,0026
468,4;0,0208;0,0102;0,0074;0,0041;0,0049;0,0023;0,0026
468,6;0,0206;0,01;0,0074;0,0042;0,0052;0,0023;0,0028
468,8;0,0203;0,0099;0,0071;0,0042;0,0051;0,0023;0,0027
469;0,0201;0,0102;0,0069;0,0042;0,0051;0,0024;0,0026
469,2;0,0203;0,0101;0,0073;0,0039;0,0052;0,0022;0,0029
469,4;0,0203;0,0097;0,0074;0,004;0,0052;0,002;0,0027
469,6;0,0202;0,0097;0,0074;0,0042;0,0052;0,0021;0,0029
469,8;0,0202;0,0098;0,0074;0,0041;0,0051;0,0022;0,003
470;0,0201;0,0098;0,0073;0,0042;0,0052;0,0024;0,0028
470,2;0,0199;0,0095;0,007;0,0038;0,0051;0,0021;0,0026
470,4;0,02;0,0094;0,007;0,0036;0,005;0,0019;0,0026
470,6;0,0199;0,0096;0,0071;0,004;0,0051;0,0021;0,0028
470,8;0,0198;0,0098;0,0071;0,0043;0,0053;0,0024;0,0028
471;0,0197;0,0096;0,0071;0,004;0,0053;0,0021;0,0028
471,2;0,0195;0,0094;0,0071;0,0038;0,0051;0,0019;0,0028
471,4;0,0194;0,0095;0,0072;0,0038;0,0051;0,002;0,0028
471,6;0,0194;0,0094;0,0074;0,0038;0,005;0,0022;0,0028
471,8;0,0195;0,0094;0,0073;0,0038;0,0051;0,0023;0,0027
472;0,0193;0,0095;0,007;0,0039;0,0052;0,0023;0,0028
472,2;0,0191;0,0095;0,0068;0,004;0,0049;0,0023;0,0026
472,4;0,0193;0,0093;0,0069;0,004;0,0049;0,0022;0,0027
472,6;0,0193;0,009;0,0068;0,0039;0,0048;0,0019;0,0028
472,8;0,0192;0,0091;0,0067;0,0038;0,005;0,0018;0,0029
473;0,019;0,0092;0,0068;0,0038;0,0052;0,002;0,003
473,2;0,0188;0,0092;0,0068;0,0038;0,0049;0,002;0,0027
473,4;0,0189;0,0091;0,0068;0,0036;0,0048;0,002;0,0026
473,6;0,0189;0,0091;0,0069;0,0036;0,0049;0,002;0,0027
473,8;0,0191;0,0092;0,007;0,0038;0,0049;0,002;0,0029
474;0,019;0,0091;0,007;0,0038;0,005;0,0021;0,0029
474,2;0,0189;0,0089;0,0069;0,0036;0,005;0,0019;0,0026
474,4;0,0187;0,0089;0,0068;0,0036;0,0048;0,0018;0,0024
474,6;0,0188;0,0092;0,0067;0,004;0,0049;0,0021;0,0026
474,8;0,0191;0,0093;0,0066;0,004;0,005;0,0024;0,0026
475;0,0192;0,0091;0,007;0,0038;0,0051;0,0023;0,0026
475,2;0,0193;0,0092;0,0071;0,004;0,0051;0,0022;0,0028
475,4;0,0191;0,0091;0,0068;0,0038;0,005;0,0022;0,0029
475,6;0,0189;0,0092;0,0066;0,0038;0,0048;0,0023;0,0028
475,8;0,019;0,0093;0,0068;0,004;0,0047;0,0023;0,0026
476;0,019;0,0093;0,0069;0,0039;0,0047;0,0023;0,0026
476,2;0,0188;0,0092;0,0068;0,0039;0,0047;0,0022;0,0026
476,4;0,019;0,0091;0,0069;0,0039;0,0048;0,0022;0,0027
476,6;0,0192;0,0092;0,0069;0,0039;0,0049;0,0022;0,0027
476,8;0,0194;0,0092;0,0069;0,0037;0,0051;0,0019;0,0027
477;0,0193;0,0092;0,0069;0,0039;0,0052;0,002;0,0028
477,2;0,0192;0,0094;0,0069;0,004;0,0051;0,0022;0,0028
477,4;0,0192;0,0092;0,0069;0,0037;0,0048;0,0019;0,0026
477,6;0,0193;0,0091;0,0069;0,0036;0,0048;0,0019;0,0026
477,8;0,0193;0,0094;0,0069;0,004;0,0048;0,0021;0,0027
478;0,0193;0,0095;0,0069;0,004;0,0048;0,0022;0,0025
478,2;0,0195;0,0095;0,007;0,0038;0,0049;0,0021;0,0026
478,4;0,0198;0,0095;0,0072;0,0038;0,005;0,002;0,0029
478,6;0,0198;0,0094;0,007;0,0038;0,0049;0,002;0,0028
478,8;0,0197;0,0094;0,0068;0,0039;0,0048;0,0021;0,0026
479;0,0196;0,0096;0,0068;0,004;0,0046;0,0021;0,0025
479,2;0,02;0,0097;0,007;0,0041;0,0049;0,0021;0,0026
479,4;0,02;0,0096;0,0068;0,0041;0,0049;0,0022;0,0026
479,6;0,0201;0,0098;0,0069;0,0043;0,0048;0,0023;0,0027
479,8;0,0201;0,0097;0,0071;0,0041;0,0049;0,0022;0,0027
480;0,0201;0,0096;0,007;0,004;0,0048;0,0022;0,0027
480,2;0,0203;0,0096;0,0072;0,004;0,0049;0,0023;0,0028
480,4;0,0203;0,0097;0,0073;0,0039;0,0049;0,0022;0,0027
480,6;0,0204;0,0097;0,0071;0,0038;0,005;0,002;0,0029
480,8;0,0207;0,0098;0,0071;0,0037;0,0052;0,0021;0,0028
481;0,0207;0,0098;0,007;0,0038;0,0049;0,002;0,0026
481,2;0,0207;0,0098;0,007;0,0039;0,0048;0,0021;0,0026
481,4;0,0208;0,0098;0,0069;0,004;0,0048;0,0022;0,0024
481,6;0,0209;0,01;0,0071;0,0042;0,0047;0,0023;0,0025
481,8;0,0212;0,0101;0,0073;0,0042;0,0049;0,0024;0,0027
482;0,0213;0,01;0,0073;0,004;0,005;0,0021;0,0028
482,2;0,0213;0,0101;0,0072;0,0039;0,0049;0,0019;0,0028
482,4;0,0216;0,0103;0,0074;0,004;0,0051;0,002;0,0028
482,6;0,0218;0,0104;0,0074;0,0042;0,0052;0,0021;0,0028
482,8;0,0219;0,0103;0,0073;0,0041;0,005;0,0021;0,0027
483;0,022;0,0105;0,0073;0,0041;0,0048;0,0019;0,0025
483,2;0,0224;0,0108;0,0076;0,0043;0,0049;0,002;0,0029
483,4;0,0226;0,0108;0,0077;0,0041;0,005;0,0021;0,003
483,6;0,0226;0,0106;0,0076;0,004;0,005;0,0019;0,0027
483,8;0,0226;0,0109;0,0076;0,0044;0,0049;0,0021;0,0027
484;0,0228;0,0108;0,0075;0,0043;0,0051;0,002;0,0026
484,2;0,0229;0,0109;0,0075;0,0043;0,0051;0,0021;0,0029
484,4;0,0231;0,0108;0,0078;0,0042;0,005;0,0022;0,0029
484,6;0,0229;0,0108;0,0078;0,0042;0,0049;0,002;0,0027
484,8;0,0231;0,0109;0,0077;0,0041;0,0048;0,002;0,0025
485;0,0237;0,0111;0,0076;0,0041;0,005;0,0022;0,0027
485,2;0,024;0,0111;0,0078;0,0041;0,005;0,002;0,0028
485,4;0,0241;0,0111;0,0079;0,004;0,0049;0,0019;0,0027
485,6;0,0242;0,0113;0,008;0,0042;0,005;0,002;0,0027
485,8;0,0244;0,0114;0,0079;0,0044;0,005;0,0021;0,0026
486;0,0245;0,0115;0,0077;0,0045;0,0048;0,0022;0,0027
486,2;0,0248;0,0116;0,0077;0,0045;0,005;0,0022;0,0028
486,4;0,0251;0,0118;0,0079;0,0045;0,0053;0,0023;0,0028
486,6;0,0252;0,0118;0,008;0,0045;0,0053;0,0023;0,0027
486,8;0,0255;0,0118;0,0081;0,0045;0,0054;0,0022;0,0028
487;0,0259;0,0121;0,0083;0,0044;0,0054;0,002;0,0028
487,2;0,0258;0,0121;0,0081;0,0045;0,0051;0,0021;0,0026
487,4;0,026;0,0121;0,0083;0,0045;0,0052;0,0023;0,0027
487,6;0,0265;0,0124;0,0085;0,0048;0,0053;0,0026;0,0029
487,8;0,0266;0,0125;0,0083;0,0047;0,0051;0,0025;0,0027
488;0,0267;0,0124;0,0083;0,0045;0,0051;0,0021;0,0026
488,2;0,027;0,0125;0,0085;0,0044;0,0051;0,0019;0,0026
488,4;0,0272;0,0129;0,0085;0,0047;0,005;0,0022;0,0026
488,6;0,0275;0,013;0,0086;0,0048;0,0052;0,0024;0,0028
488,8;0,0276;0,0131;0,0085;0,0049;0,0052;0,0023;0,0028
489;0,028;0,0129;0,0087;0,0046;0,0053;0,002;0,003
489,2;0,0285;0,0131;0,0089;0,0048;0,0057;0,0022;0,0031
489,4;0,0285;0,0134;0,0089;0,0049;0,0055;0,0024;0,0028
489,6;0,0285;0,0134;0,0089;0,0047;0,0052;0,0022;0,0027
489,8;0,0289;0,0134;0,0089;0,0048;0,0054;0,0022;0,0029
490;0,0292;0,0136;0,0089;0,0049;0,0053;0,0022;0,0029
490,2;0,0292;0,0136;0,0088;0,0047;0,0051;0,0021;0,0027
490,4;0,0293;0,0139;0,0089;0,0048;0,0051;0,0022;0,0028
490,6;0,0298;0,014;0,009;0,0051;0,0053;0,0025;0,003
490,8;0,0299;0,0137;0,0089;0,0049;0,0054;0,0023;0,0029
491;0,03;0,0138;0,0089;0,0048;0,0051;0,0022;0,0026
491,2;0,0304;0,0143;0,0091;0,0051;0,0053;0,0024;0,0028
491,4;0,0308;0,0142;0,009;0,005;0,0055;0,0022;0,0028
491,6;0,0312;0,0142;0,0092;0,0048;0,0055;0,0021;0,0028
491,8;0,0315;0,0144;0,0093;0,0047;0,0054;0,0022;0,0028
492;0,0313;0,0147;0,0093;0,0047;0,0053;0,0023;0,0027
492,2;0,0317;0,015;0,0093;0,0049;0,0053;0,0024;0,0027
492,4;0,0322;0,0151;0,0095;0,0052;0,0054;0,0025;0,0029
492,6;0,0323;0,0149;0,0098;0,0051;0,0055;0,0022;0,0029
492,8;0,0324;0,015;0,0098;0,0051;0,0055;0,0022;0,0027
493;0,0328;0,0151;0,0097;0,0052;0,0054;0,0021;0,0028
493,2;0,0333;0,0151;0,0098;0,0051;0,0056;0,0021;0,0029
493,4;0,0332;0,0152;0,0098;0,0051;0,0054;0,0021;0,0027
493,6;0,0334;0,0156;0,0097;0,0052;0,0053;0,0022;0,0026
493,8;0,0337;0,016;0,0097;0,0055;0,0054;0,0024;0,0027
494;0,0341;0,0159;0,0097;0,0053;0,0054;0,0023;0,0026
494,2;0,0345;0,016;0,0099;0,0054;0,0056;0,0024;0,0028
494,4;0,0345;0,0162;0,0099;0,0054;0,0055;0,0023;0,0028
494,6;0,035;0,0165;0,0102;0,0055;0,0055;0,0024;0,0028
494,8;0,0352;0,0162;0,0101;0,0053;0,0054;0,0024;0,0028
495;0,0355;0,0162;0,0102;0,0051;0,0056;0,0022;0,003
495,2;0,0357;0,0164;0,0103;0,0051;0,0056;0,0021;0,0029
495,4;0,0359;0,0166;0,0104;0,0054;0,0056;0,0022;0,0028
495,6;0,0363;0,0167;0,0102;0,0055;0,0057;0,0023;0,0028
495,8;0,0368;0,0169;0,0103;0,0055;0,0058;0,0023;0,0029
496;0,037;0,0169;0,0106;0,0055;0,0056;0,0022;0,0029
496,2;0,0372;0,0172;0,0107;0,0057;0,0057;0,0023;0,003
496,4;0,0374;0,0176;0,0107;0,006;0,0056;0,0029;0,0029
496,6;0,0378;0,0177;0,0106;0,0059;0,0056;0,0026;0,0029
496,8;0,038;0,0177;0,0106;0,0059;0,0055;0,0022;0,003
497;0,0382;0,0179;0,0105;0,0057;0,0054;0,0023;0,0029
497,2;0,0385;0,0179;0,0108;0,0057;0,0055;0,0025;0,0028
497,4;0,0387;0,0179;0,0108;0,0057;0,0057;0,0024;0,0028
497,6;0,0391;0,0179;0,011;0,0058;0,006;0,0025;0,0028
497,8;0,0395;0,0181;0,0109;0,0058;0,0059;0,0025;0,0029
498;0,0398;0,0186;0,0111;0,006;0,0059;0,0028;0,003
498,2;0,0402;0,0184;0,0111;0,0058;0,0058;0,0025;0,003
498,4;0,0405;0,0185;0,0111;0,0058;0,0058;0,0025;0,003
498,6;0,0408;0,019;0,0114;0,006;0,006;0,0026;0,003
498,8;0,041;0,0191;0,0114;0,006;0,0059;0,0023;0,0029
499;0,0412;0,0191;0,0115;0,0059;0,0057;0,0025;0,0029
499,2;0,0415;0,0192;0,0114;0,0059;0,0058;0,0025;0,003
499,4;0,0418;0,0194;0,0116;0,0059;0,0058;0,0024;0,003
499,6;0,0421;0,0196;0,0117;0,0059;0,0059;0,0023;0,003
499,8;0,0424;0,0197;0,0116;0,006;0,006;0,0024;0,0028
500;0,0428;0,0197;0,0115;0,0059;0,0059;0,0025;0,0026
500,2;0,0431;0,0199;0,0116;0,0061;0,0058;0,0025;0,0027
500,4;0,0434;0,0202;0,0119;0,0063;0,0059;0,0027;0,0029
500,6;0,0435;0,0203;0,0117;0,0064;0,0057;0,0028;0,0029
500,8;0,0437;0,0203;0,0116;0,0065;0,0057;0,0026;0,0028
501;0,0441;0,0207;0,0118;0,0066;0,0058;0,0026;0,0027
501,2;0,0446;0,0209;0,0121;0,0065;0,0059;0,0026;0,0029
501,4;0,045;0,0207;0,012;0,0064;0,006;0,0025;0,003
501,6;0,0452;0,0209;0,0122;0,0065;0,006;0,0024;0,003
501,8;0,0457;0,0211;0,0124;0,0066;0,006;0,0025;0,003
502;0,0459;0,0212;0,0125;0,0064;0,006;0,0024;0,0029
502,2;0,0461;0,0214;0,0125;0,0066;0,0061;0,0025;0,0029
502,4;0,0464;0,0216;0,0125;0,0068;0,0061;0,0027;0,003
502,6;0,0469;0,0218;0,0126;0,0068;0,0062;0,0028;0,0031
502,8;0,0469;0,022;0,0124;0,0068;0,0059;0,0027;0,0028
503;0,0472;0,0219;0,0125;0,0067;0,0059;0,0026;0,0029
503,2;0,0475;0,022;0,0125;0,0067;0,0061;0,0027;0,0029
503,4;0,0481;0,0223;0,0128;0,0067;0,0063;0,0027;0,003
503,6;0,0482;0,0225;0,0129;0,0066;0,0061;0,0025;0,0029
503,8;0,0485;0,0226;0,0132;0,0067;0,006;0,0025;0,0028
504;0,0488;0,0225;0,0132;0,0067;0,0062;0,0025;0,0029
504,2;0,0491;0,0226;0,0129;0,0067;0,0063;0,0024;0,003
504,4;0,0495;0,0231;0,013;0,007;0,0063;0,0026;0,0029
504,6;0,0495;0,0234;0,0131;0,0071;0,0062;0,0028;0,0029
504,8;0,0498;0,0233;0,0132;0,007;0,0061;0,0026;0,003
505;0,0503;0,0233;0,0133;0,007;0,0062;0,0027;0,0029
505,2;0,0505;0,0236;0,0133;0,0072;0,0062;0,0028;0,003
505,4;0,0506;0,0238;0,0134;0,0073;0,0062;0,0028;0,003
505,6;0,0507;0,0237;0,0132;0,0071;0,0061;0,0027;0,0027
505,8;0,0511;0,0236;0,0134;0,0069;0,006;0,0026;0,0028
506;0,0514;0,0238;0,0135;0,0071;0,0063;0,0026;0,003
506,2;0,0518;0,024;0,0135;0,0072;0,0064;0,0026;0,003
506,4;0,0522;0,0243;0,0136;0,0074;0,0063;0,0027;0,0029
506,6;0,0523;0,0244;0,0138;0,0073;0,0063;0,0026;0,0028
506,8;0,0524;0,0246;0,0138;0,0072;0,0063;0,0026;0,0027
507;0,0528;0,0248;0,0139;0,0074;0,0063;0,0029;0,0028
507,2;0,0531;0,0248;0,0139;0,0074;0,0063;0,003;0,003
507,4;0,0533;0,0248;0,014;0,0073;0,0063;0,0028;0,003
507,6;0,0535;0,025;0,0141;0,0073;0,0063;0,0027;0,003
507,8;0,0538;0,0251;0,014;0,0073;0,0064;0,0028;0,0031
508;0,054;0,0253;0,014;0,0073;0,0064;0,0028;0,003
508,2;0,0544;0,0252;0,0143;0,0074;0,0065;0,0026;0,0031
508,4;0,0548;0,0253;0,0146;0,0075;0,0067;0,0025;0,0031
508,6;0,055;0,0257;0,0145;0,0077;0,0066;0,0027;0,0029
508,8;0,0553;0,0258;0,0144;0,0077;0,0064;0,0029;0,0029
509;0,0554;0,0258;0,0144;0,0075;0,0064;0,0028;0,0029
509,2;0,0557;0,026;0,0146;0,0078;0,0065;0,0028;0,0032
509,4;0,0559;0,0263;0,0147;0,0079;0,0066;0,003;0,0032
509,6;0,056;0,0264;0,0146;0,0079;0,0064;0,0029;0,0031
509,8;0,0566;0,0264;0,0147;0,0077;0,0065;0,0027;0,003
510;0,0571;0,0264;0,015;0,0077;0,0069;0,0027;0,003
510,2;0,0573;0,0265;0,0152;0,0077;0,007;0,0026;0,0032
510,4;0,0572;0,0268;0,0149;0,008;0,0066;0,0029;0,0029
510,6;0,0575;0,027;0,0149;0,0082;0,0066;0,003;0,0029
510,8;0,0577;0,027;0,015;0,008;0,0067;0,003;0,0032
511;0,0579;0,0272;0,0151;0,0079;0,0067;0,003;0,0031
511,2;0,0581;0,0274;0,015;0,0081;0,0065;0,0031;0,003
511,4;0,0581;0,0276;0,0151;0,0083;0,0063;0,0029;0,003
511,6;0,0587;0,0276;0,0153;0,0082;0,0067;0,0029;0,003
511,8;0,0588;0,0277;0,0151;0,0082;0,0066;0,0029;0,0029
512;0,059;0,0278;0,0153;0,0082;0,0065;0,003;0,0031
512,2;0,0597;0,0279;0,0157;0,0081;0,0068;0,0028;0,0033
512,4;0,0599;0,028;0,0157;0,0082;0,0069;0,0029;0,0033
512,6;0,0599;0,0282;0,0157;0,0084;0,0069;0,003;0,0032
512,8;0,0601;0,0282;0,0156;0,0085;0,0067;0,003;0,003
513;0,0605;0,0282;0,0157;0,0083;0,0069;0,0029;0,0031
513,2;0,0607;0,0284;0,0157;0,0083;0,007;0,003;0,0032
513,4;0,0607;0,0288;0,0156;0,0084;0,0067;0,0031;0,003
513,6;0,061;0,0289;0,0159;0,0084;0,0069;0,0031;0,003
513,8;0,0614;0,0288;0,0161;0,0085;0,0072;0,0032;0,0033
514;0,0617;0,0289;0,0161;0,0085;0,0071;0,0031;0,0034
514,2;0,0618;0,0288;0,0161;0,0084;0,007;0,0031;0,0034
514,4;0,0619;0,0292;0,0162;0,0084;0,007;0,0032;0,0032
514,6;0,062;0,0294;0,0162;0,0086;0,007;0,0033;0,0031
514,8;0,062;0,0293;0,0162;0,0084;0,007;0,0031;0,003
515;0,0623;0,0293;0,0164;0,0084;0,0072;0,003;0,0031
515,2;0,0625;0,0296;0,0164;0,0086;0,007;0,0032;0,0032
515,4;0,0626;0,0295;0,0163;0,0086;0,0068;0,0031;0,0032
515,6;0,0628;0,0296;0,0163;0,0086;0,007;0,0028;0,0031
515,8;0,063;0,0299;0,0163;0,0087;0,0071;0,003;0,0031
516;0,0631;0,03;0,0162;0,0088;0,0068;0,0031;0,0028
516,2;0,0633;0,03;0,0162;0,0086;0,0067;0,0027;0,0028
516,4;0,0638;0,0299;0,0167;0,0084;0,0071;0,0026;0,0032
516,6;0,0639;0,0302;0,0166;0,0086;0,007;0,0029;0,0032
516,8;0,064;0,0305;0,0165;0,0089;0,007;0,0032;0,0031
517;0,0641;0,0306;0,0167;0,0088;0,007;0,0033;0,0031
517,2;0,064;0,0305;0,0169;0,0088;0,007;0,0031;0,0031
517,4;0,064;0,0307;0,0166;0,0091;0,0068;0,0031;0,0029
517,6;0,0644;0,0309;0,0167;0,0093;0,0071;0,0033;0,0031
517,8;0,0646;0,0309;0,0169;0,0091;0,0072;0,0032;0,0031
518;0,0648;0,0308;0,017;0,0089;0,0072;0,003;0,0033
518,2;0,0651;0,0309;0,0171;0,0091;0,0073;0,0029;0,0034
518,4;0,0652;0,0312;0,0171;0,0093;0,0074;0,0032;0,0034
518,6;0,0653;0,0314;0,017;0,0092;0,0072;0,0033;0,0033
518,8;0,0654;0,0313;0,017;0,009;0,0071;0,0031;0,0032
519;0,0655;0,0311;0,017;0,009;0,0072;0,0031;0,0032
519,2;0,0656;0,0311;0,0171;0,009;0,007;0,003;0,0032
519,4;0,0656;0,0311;0,0171;0,009;0,007;0,0031;0,0031
